Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Host,Collection_Date
EPI_ISL_374068,EPI1534302|A/chicken/Fujian/J25/2017,A_chicken_Fujian_J25_2017,A_/_H9N2,Chicken,2017-02-03
EPI_ISL_374067,EPI1534301|A/chicken/Fujian/I28/2017,A_chicken_Fujian_I28_2017,A_/_H9N2,Chicken,2017-02-04
EPI_ISL_374066,EPI1534300|A/chicken/Fujian/I23/2017,A_chicken_Fujian_I23_2017,A_/_H9N2,Chicken,2017-02-04
EPI_ISL_374065,EPI1534299|A/chicken/Fujian/F2444/2017,A_chicken_Fujian_F2444_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374064,EPI1534298|A/chicken/Fujian/F2413/2017,A_chicken_Fujian_F2413_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374063,EPI1534297|A/chicken/Fujian/F2411/2017,A_chicken_Fujian_F2411_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374060,EPI1534294|A/chicken/Fujian/F2365/2017,A_chicken_Fujian_F2365_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374059,EPI1534293|A/chicken/Fujian/F2343/2017,A_chicken_Fujian_F2343_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374058,EPI1534292|A/chicken/Fujian/F2317/2017,A_chicken_Fujian_F2317_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374057,EPI1534291|A/chicken/Fujian/F2182/2017,A_chicken_Fujian_F2182_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374056,EPI1534290|A/chicken/Fujian/F2108/2017,A_chicken_Fujian_F2108_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374055,EPI1534289|A/chicken/Fujian/F2107/2017,A_chicken_Fujian_F2107_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374054,EPI1534288|A/chicken/Fujian/F2104/2017,A_chicken_Fujian_F2104_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374053,EPI1534287|A/chicken/Fujian/F2101/2017,A_chicken_Fujian_F2101_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374052,EPI1534286|A/chicken/Fujian/F2100/2017,A_chicken_Fujian_F2100_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374051,EPI1534285|A/chicken/Fujian/F2099/2017,A_chicken_Fujian_F2099_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374050,EPI1534284|A/chicken/Fujian/F2098/2017,A_chicken_Fujian_F2098_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374049,EPI1534283|A/chicken/Fujian/F2096/2017,A_chicken_Fujian_F2096_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374048,EPI1534282|A/chicken/Fujian/F2095/2017,A_chicken_Fujian_F2095_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374047,EPI1534281|A/chicken/Fujian/F2094/2017,A_chicken_Fujian_F2094_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374046,EPI1534280|A/chicken/Fujian/F2093/2017,A_chicken_Fujian_F2093_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374045,EPI1534279|A/chicken/Fujian/F2092/2017,A_chicken_Fujian_F2092_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374044,EPI1534278|A/chicken/Fujian/F2041/2017,A_chicken_Fujian_F2041_2017,A_/_H9N2,Chicken,2017-02-06
EPI_ISL_374043,EPI1534277|A/chicken/Anhui/AA85/2017,A_chicken_Anhui_AA85_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374042,EPI1534276|A/chicken/Anhui/AJ50/2017,A_chicken_Anhui_AJ50_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374041,EPI1534275|A/chicken/Anhui/AJ36/2017,A_chicken_Anhui_AJ36_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374040,EPI1534274|A/chicken/Anhui/AJ35/2017,A_chicken_Anhui_AJ35_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374039,EPI1534273|A/chicken/Anhui/AJ26/2017,A_chicken_Anhui_AJ26_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374038,EPI1534272|A/chicken/Anhui/AJ17/2017,A_chicken_Anhui_AJ17_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374037,EPI1534271|A/chicken/Anhui/AJ14/2017,A_chicken_Anhui_AJ14_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374036,EPI1534270|A/chicken/Anhui/AE24/2017,A_chicken_Anhui_AE24_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374035,EPI1534269|A/chicken/Anhui/AE14/2017,A_chicken_Anhui_AE14_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374034,EPI1534268|A/chicken/Anhui/AE11/2017,A_chicken_Anhui_AE11_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374033,EPI1534267|A/chicken/Anhui/AB99/2017,A_chicken_Anhui_AB99_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374032,EPI1534266|A/chicken/Anhui/AB95/2017,A_chicken_Anhui_AB95_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374031,EPI1534265|A/chicken/Anhui/AB91/2017,A_chicken_Anhui_AB91_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374030,EPI1534264|A/chicken/Anhui/AB39/2017,A_chicken_Anhui_AB39_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374029,EPI1534263|A/chicken/Anhui/AB38/2017,A_chicken_Anhui_AB38_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374028,EPI1534262|A/chicken/Anhui/AB32/2017,A_chicken_Anhui_AB32_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374027,EPI1534261|A/chicken/Anhui/AB198/2017,A_chicken_Anhui_AB198_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374026,EPI1534260|A/chicken/Anhui/AB185/2017,A_chicken_Anhui_AB185_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374025,EPI1534259|A/chicken/Anhui/AB109/2017,A_chicken_Anhui_AB109_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374024,EPI1534258|A/chicken/Anhui/AA81/2017,A_chicken_Anhui_AA81_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374023,EPI1534257|A/chicken/Anhui/AA69/2017,A_chicken_Anhui_AA69_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374022,EPI1534256|A/chicken/Anhui/AA68/2017,A_chicken_Anhui_AA68_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374021,EPI1534255|A/chicken/Anhui/AA64/2017,A_chicken_Anhui_AA64_2017,A_/_H9N2,Chicken,2017-02-08
EPI_ISL_374020,EPI1534254|A/chicken/Anhui/A230/2017,A_chicken_Anhui_A230_2017,A_/_H9N2,Chicken,2017-02-09
EPI_ISL_374019,EPI1534253|A/chicken/Anhui/A216/2017,A_chicken_Anhui_A216_2017,A_/_H9N2,Chicken,2017-02-09
EPI_ISL_374018,EPI1534252|A/chicken/Anhui/A215/2017,A_chicken_Anhui_A215_2017,A_/_H9N2,Chicken,2017-02-09
EPI_ISL_374017,EPI1534251|A/chicken/Anhui/A209/2017,A_chicken_Anhui_A209_2017,A_/_H9N2,Chicken,2017-02-09
EPI_ISL_374016,EPI1534250|A/chicken/Anhui/A207/2017,A_chicken_Anhui_A207_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374015,EPI1534249|A/chicken/Anhui/A179/2017,A_chicken_Anhui_A179_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374014,EPI1534248|A/chicken/Anhui/A177/2017,A_chicken_Anhui_A177_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374013,EPI1534247|A/chicken/Anhui/A174/2017,A_chicken_Anhui_A174_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374012,EPI1534246|A/chicken/Anhui/A166/2017,A_chicken_Anhui_A166_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374011,EPI1534245|A/chicken/Anhui/A165/2017,A_chicken_Anhui_A165_2017,A_/_H9N2,Chicken,2017-02-10
EPI_ISL_374010,EPI1534244|A/chicken/Anhui/A101/2017,A_chicken_Anhui_A101_2017,A_/_H9N2,Chicken,2017-02-09
EPI_ISL_374009,EPI1534243|A/chicken/Anhui/A2441/2015,A_chicken_Anhui_A2441_2015,A_/_H9N2,Chicken,2015-11-03
EPI_ISL_374008,EPI1534242|A/chicken/Anhui/A2420/2015,A_chicken_Anhui_A2420_2015,A_/_H9N2,Chicken,2015-11-03
EPI_ISL_374007,EPI1534241|A/chicken/Anhui/A2419/2015,A_chicken_Anhui_A2419_2015,A_/_H9N2,Chicken,2015-11-03
EPI_ISL_374006,EPI1534240|A/chicken/Anhui/A2418/2015,A_chicken_Anhui_A2418_2015,A_/_H9N2,Chicken,2015-11-03
EPI_ISL_374005,EPI1534239|A/chicken/Anhui/A2407/2015,A_chicken_Anhui_A2407_2015,A_/_H9N2,Chicken,2015-11-03
EPI_ISL_374004,EPI1534238|A/chicken/Anhui/A2115/2015,A_chicken_Anhui_A2115_2015,A_/_H9N2,Chicken,2015-11-02
EPI_ISL_374003,EPI1534237|A/chicken/Anhui/A2108/2015,A_chicken_Anhui_A2108_2015,A_/_H9N2,Chicken,2015-11-02
EPI_ISL_374002,EPI1534236|A/chicken/Anhui/A2106/2015,A_chicken_Anhui_A2106_2015,A_/_H9N2,Chicken,2015-11-02
EPI_ISL_374001,EPI1534235|A/chicken/Anhui/A2095/2015,A_chicken_Anhui_A2095_2015,A_/_H9N2,Chicken,2015-11-02
EPI_ISL_374000,EPI1534234|A/chicken/Anhui/A2075/2015,A_chicken_Anhui_A2075_2015,A_/_H9N2,Chicken,2015-11-02
EPI_ISL_373995,EPI1534228|A/chicken/Guangdong/G2362/2015,A_chicken_Guangdong_G2362_2015,A_/_H9N2,Chicken,2015-10-14
EPI_ISL_373994,EPI1534227|A/chicken/Guangdong/G2361/2015,A_chicken_Guangdong_G2361_2015,A_/_H9N2,Chicken,2015-10-14
EPI_ISL_374337,EPI1534577|A/Duck/Guizhou/Q1180/2018,A_Duck_Guizhou_Q1180_2018,A_/_H9N2,Duck,2018-03-20
EPI_ISL_374336,EPI1534576|A/Duck/Guizhou/Q1177/2018,A_Duck_Guizhou_Q1177_2018,A_/_H9N2,Duck,2018-03-20
EPI_ISL_374335,EPI1534575|A/Duck/Guizhou/Q1176/2018,A_Duck_Guizhou_Q1176_2018,A_/_H9N2,Duck,2018-03-20
EPI_ISL_374287,EPI1534527|A/Duck/Ningxia/NX1411/2018,A_Duck_Ningxia_NX1411_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374280,EPI1534520|A/Duck/Ningxia/NX1363/2018,A_Duck_Ningxia_NX1363_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374279,EPI1534519|A/Duck/Ningxia/NX1362/2018,A_Duck_Ningxia_NX1362_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374278,EPI1534518|A/Duck/Ningxia/NX1350/2018,A_Duck_Ningxia_NX1350_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374277,EPI1534517|A/Duck/Ningxia/NX1349/2018,A_Duck_Ningxia_NX1349_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374276,EPI1534516|A/Duck/Ningxia/NX1347/2018,A_Duck_Ningxia_NX1347_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374275,EPI1534515|A/Duck/Ningxia/NX1346/2018,A_Duck_Ningxia_NX1346_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374274,EPI1534514|A/Duck/Ningxia/NX1344/2018,A_Duck_Ningxia_NX1344_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374273,EPI1534513|A/Duck/Ningxia/NX1343/2018,A_Duck_Ningxia_NX1343_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374272,EPI1534512|A/Duck/Ningxia/NX1341/2018,A_Duck_Ningxia_NX1341_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374265,EPI1534505|A/Duck/Ningxia/NX1204/2018,A_Duck_Ningxia_NX1204_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374264,EPI1534504|A/Duck/Ningxia/NX1199/2018,A_Duck_Ningxia_NX1199_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374263,EPI1534503|A/Duck/Ningxia/NX1198/2018,A_Duck_Ningxia_NX1198_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374262,EPI1534502|A/Duck/Ningxia/NX1197/2018,A_Duck_Ningxia_NX1197_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374261,EPI1534501|A/Duck/Ningxia/NX1195/2018,A_Duck_Ningxia_NX1195_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374260,EPI1534500|A/Duck/Ningxia/NX1194/2018,A_Duck_Ningxia_NX1194_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374259,EPI1534499|A/Duck/Ningxia/NX1192/2018,A_Duck_Ningxia_NX1192_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374254,EPI1534494|A/Duck/Ningxia/NX1156/2018,A_Duck_Ningxia_NX1156_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374253,EPI1534493|A/Duck/Ningxia/NX1151/2018,A_Duck_Ningxia_NX1151_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374249,EPI1534489|A/Duck/Ningxia/NX1140/2018,A_Duck_Ningxia_NX1140_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374248,EPI1534488|A/Duck/Ningxia/NX1138/2018,A_Duck_Ningxia_NX1138_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374247,EPI1534487|A/Duck/Ningxia/NX1135/2018,A_Duck_Ningxia_NX1135_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374246,EPI1534486|A/Duck/Ningxia/NX1134/2018,A_Duck_Ningxia_NX1134_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374245,EPI1534485|A/Duck/Ningxia/NX1132/2018,A_Duck_Ningxia_NX1132_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374244,EPI1534484|A/Duck/Ningxia/NX1130/2018,A_Duck_Ningxia_NX1130_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374243,EPI1534483|A/Duck/Ningxia/NX1101/2018,A_Duck_Ningxia_NX1101_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374241,EPI1534481|A/Duck/Ningxia/NX1090/2018,A_Duck_Ningxia_NX1090_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374238,EPI1534478|A/Duck/Ningxia/NX1023/2018,A_Duck_Ningxia_NX1023_2018,A_/_H9N2,Duck,2018-01-23
EPI_ISL_374131,EPI1534371|A/Duck/Guangxi/GX1345/2018,A_Duck_Guangxi_GX1345_2018,A_/_H9N2,Duck,2018-01-24
EPI_ISL_374094,EPI1534328|A/Duck/Fujian/F2390/2017,A_Duck_Fujian_F2390_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374093,EPI1534327|A/Duck/Fujian/F2384/2017,A_Duck_Fujian_F2384_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374092,EPI1534326|A/Duck/Fujian/F2383/2017,A_Duck_Fujian_F2383_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374091,EPI1534325|A/Duck/Fujian/F2381/2017,A_Duck_Fujian_F2381_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374090,EPI1534324|A/Duck/Fujian/F2380/2017,A_Duck_Fujian_F2380_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374088,EPI1534322|A/Duck/Fujian/F2323/2017,A_Duck_Fujian_F2323_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374087,EPI1534321|A/Duck/Fujian/F2321/2017,A_Duck_Fujian_F2321_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374062,EPI1534296|A/Duck/Fujian/F2389/2017,A_Duck_Fujian_F2389_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_374061,EPI1534295|A/Duck/Fujian/F2388/2017,A_Duck_Fujian_F2388_2017,A_/_H9N2,Duck,2017-02-06
EPI_ISL_505523,EPI1788410|A/chicken/China/AV1534HA-4.seq/2011,A_chicken_China_AV1534HA-4.seq_2011,A_/_H9N2,Chicken,2011-11-26
EPI_ISL_505515,EPI1788402|A/chicken/China/AV1535HA-4.seq/2011,A_chicken_China_AV1535HA-4.seq_2011,A_/_H9N2,Chicken,2011-12-06
EPI_ISL_505507,EPI1788394|A/chicken/China/AV1548HA-4.seq/2011,A_chicken_China_AV1548HA-4.seq_2011,A_/_H9N2,Chicken,2011-12-06
EPI_ISL_374623,EPI1534863|A/chicken/Jiangxi/X1437/2018,A_chicken_Jiangxi_X1437_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374622,EPI1534862|A/chicken/Jiangxi/X1434/2018,A_chicken_Jiangxi_X1434_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374621,EPI1534861|A/chicken/Jiangxi/X1433/2018,A_chicken_Jiangxi_X1433_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374620,EPI1534860|A/chicken/Jiangxi/X1432/2018,A_chicken_Jiangxi_X1432_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374617,EPI1534857|A/chicken/Jiangxi/X1429/2018,A_chicken_Jiangxi_X1429_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374615,EPI1534855|A/chicken/Jiangxi/X1426/2018,A_chicken_Jiangxi_X1426_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374614,EPI1534854|A/chicken/Jiangxi/X1423/2018,A_chicken_Jiangxi_X1423_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374611,EPI1534851|A/chicken/Jiangxi/X1405/2018,A_chicken_Jiangxi_X1405_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374610,EPI1534850|A/chicken/Jiangxi/X1402/2018,A_chicken_Jiangxi_X1402_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374608,EPI1534848|A/chicken/Jiangxi/X1395/2018,A_chicken_Jiangxi_X1395_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374607,EPI1534847|A/chicken/Jiangxi/X1393/2018,A_chicken_Jiangxi_X1393_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374606,EPI1534846|A/chicken/Jiangxi/X1392/2018,A_chicken_Jiangxi_X1392_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374603,EPI1534843|A/chicken/Jiangxi/X1385/2018,A_chicken_Jiangxi_X1385_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374602,EPI1534842|A/chicken/Jiangxi/X1384/2018,A_chicken_Jiangxi_X1384_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374601,EPI1534841|A/chicken/Jiangxi/X1383/2018,A_chicken_Jiangxi_X1383_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374600,EPI1534840|A/chicken/Jiangxi/X1382/2018,A_chicken_Jiangxi_X1382_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374599,EPI1534839|A/chicken/Jiangxi/X1381/2018,A_chicken_Jiangxi_X1381_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374598,EPI1534838|A/chicken/Jiangxi/X1375/2018,A_chicken_Jiangxi_X1375_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374597,EPI1534837|A/chicken/Jiangxi/X1374/2018,A_chicken_Jiangxi_X1374_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374596,EPI1534836|A/chicken/Jiangxi/X1373/2018,A_chicken_Jiangxi_X1373_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374595,EPI1534835|A/chicken/Jiangxi/X1372/2018,A_chicken_Jiangxi_X1372_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374592,EPI1534832|A/chicken/Jiangxi/X1340/2018,A_chicken_Jiangxi_X1340_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374591,EPI1534831|A/chicken/Jiangxi/X1339/2018,A_chicken_Jiangxi_X1339_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374590,EPI1534830|A/chicken/Jiangxi/X1338/2018,A_chicken_Jiangxi_X1338_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374589,EPI1534829|A/chicken/Jiangxi/X1337/2018,A_chicken_Jiangxi_X1337_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374588,EPI1534828|A/chicken/Jiangxi/X1336/2018,A_chicken_Jiangxi_X1336_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374587,EPI1534827|A/chicken/Jiangxi/X1334/2018,A_chicken_Jiangxi_X1334_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374586,EPI1534826|A/chicken/Jiangxi/X1333/2018,A_chicken_Jiangxi_X1333_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374585,EPI1534825|A/chicken/Jiangxi/X1331/2018,A_chicken_Jiangxi_X1331_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374584,EPI1534824|A/chicken/Jiangxi/X1330/2018,A_chicken_Jiangxi_X1330_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374583,EPI1534823|A/chicken/Jiangxi/X1329/2018,A_chicken_Jiangxi_X1329_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374582,EPI1534822|A/chicken/Jiangxi/X1328/2018,A_chicken_Jiangxi_X1328_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374581,EPI1534821|A/chicken/Jiangxi/X1327/2018,A_chicken_Jiangxi_X1327_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374580,EPI1534820|A/chicken/Jiangxi/X1326/2018,A_chicken_Jiangxi_X1326_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374579,EPI1534819|A/chicken/Jiangxi/X1325/2018,A_chicken_Jiangxi_X1325_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374578,EPI1534818|A/chicken/Jiangxi/X1324/2018,A_chicken_Jiangxi_X1324_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374577,EPI1534817|A/chicken/Jiangxi/X1323/2018,A_chicken_Jiangxi_X1323_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374576,EPI1534816|A/chicken/Jiangxi/X1322/2018,A_chicken_Jiangxi_X1322_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374575,EPI1534815|A/chicken/Jiangxi/X1321/2018,A_chicken_Jiangxi_X1321_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374574,EPI1534814|A/chicken/Jiangxi/X1320/2018,A_chicken_Jiangxi_X1320_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374573,EPI1534813|A/chicken/Jiangxi/X1319/2018,A_chicken_Jiangxi_X1319_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374572,EPI1534812|A/chicken/Jiangxi/X1317/2018,A_chicken_Jiangxi_X1317_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374571,EPI1534811|A/chicken/Jiangxi/X1316/2018,A_chicken_Jiangxi_X1316_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374570,EPI1534810|A/chicken/Jiangxi/X1302/2018,A_chicken_Jiangxi_X1302_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374569,EPI1534809|A/chicken/Jiangxi/X1300/2018,A_chicken_Jiangxi_X1300_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374568,EPI1534808|A/chicken/Jiangxi/X1288/2018,A_chicken_Jiangxi_X1288_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374567,EPI1534807|A/chicken/Jiangxi/X1287/2018,A_chicken_Jiangxi_X1287_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374566,EPI1534806|A/chicken/Jiangxi/X1286/2018,A_chicken_Jiangxi_X1286_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374565,EPI1534805|A/chicken/Jiangxi/X1284/2018,A_chicken_Jiangxi_X1284_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374564,EPI1534804|A/chicken/Jiangxi/X1282/2018,A_chicken_Jiangxi_X1282_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374563,EPI1534803|A/chicken/Jiangxi/X1281/2018,A_chicken_Jiangxi_X1281_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374562,EPI1534802|A/chicken/Jiangxi/X1280/2018,A_chicken_Jiangxi_X1280_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374561,EPI1534801|A/chicken/Jiangxi/X1279/2018,A_chicken_Jiangxi_X1279_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374560,EPI1534800|A/chicken/Jiangxi/X1277/2018,A_chicken_Jiangxi_X1277_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374559,EPI1534799|A/chicken/Jiangxi/X1276/2018,A_chicken_Jiangxi_X1276_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374558,EPI1534798|A/chicken/Jiangxi/X1274/2018,A_chicken_Jiangxi_X1274_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374557,EPI1534797|A/chicken/Jiangxi/X1271/2018,A_chicken_Jiangxi_X1271_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374556,EPI1534796|A/chicken/Jiangxi/X1265/2018,A_chicken_Jiangxi_X1265_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374555,EPI1534795|A/chicken/Jiangxi/X1264/2018,A_chicken_Jiangxi_X1264_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374554,EPI1534794|A/chicken/Jiangxi/X1263/2018,A_chicken_Jiangxi_X1263_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374553,EPI1534793|A/chicken/Jiangxi/X1249/2018,A_chicken_Jiangxi_X1249_2018,A_/_H9N2,Chicken,2018-03-21
EPI_ISL_374551,EPI1534791|A/chicken/Jiangxi/X1201/2018,A_chicken_Jiangxi_X1201_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374550,EPI1534790|A/chicken/Jiangxi/X1195/2018,A_chicken_Jiangxi_X1195_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374549,EPI1534789|A/chicken/Jiangxi/X1189/2018,A_chicken_Jiangxi_X1189_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374548,EPI1534788|A/chicken/Jiangxi/X1172/2018,A_chicken_Jiangxi_X1172_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374547,EPI1534787|A/chicken/Jiangxi/X1168/2018,A_chicken_Jiangxi_X1168_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374546,EPI1534786|A/chicken/Jiangxi/X1159/2018,A_chicken_Jiangxi_X1159_2018,A_/_H9N2,Chicken,2018-03-20
EPI_ISL_374545,EPI1534785|A/chicken/Jiangxi/X1158/2018,A_chicken_Jiangxi_X1158_2018,A_/_H9N2,Chicken,2018-03-20
